"ACTIONEVENTID","BATTLE","FIELD","DESC","TARGETTYPE","PARAMETERTYPE","TARGETNAME","ATTR","VAL","P","SPREAD","DCT","ANIMATIONID","ANIMATIONMOVETYPE"
"E01820","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0162","","0","0.925","0.05","","",""
"E01821","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0163","","0","0.925","0.05","","",""
"E01822","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0164","","0","0.925","0.05","","",""
"E01823","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0165","","0","0.925","0.05","","",""
"E01824","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0166","","0","0.925","0.05","","",""
"E01825","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0167","","0","0.925","0.05","","",""
"E01826","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0168","","0","0.925","0.05","","",""
"E01827","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0169","","0","0.925","0.05","","",""
"E01828","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0170","","0","0.925","0.05","","",""
"E01829","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0171","","0","0.925","0.05","","",""
"E01830","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0172","","0","0.925","0.05","","",""
"E01831","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0173","","0","0.925","0.05","","",""
"E01832","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0174","","0","0.925","0.05","","",""
"E01833","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0175","","0","0.925","0.05","","",""
"E01834","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0176","","0","0.925","0.05","","",""
"E01835","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0177","","0","0.925","0.05","","",""
"E01836","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0178","","0","0.925","0.05","","",""
"E01837","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0179","","0","0.925","0.05","","",""
"E01838","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0180","","0","0.925","0.05","","",""
"E01839","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0181","","0","0.925","0.05","","",""
"E01840","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0182","","0","0.925","0.05","","",""
"E01841","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0183","","0","0.925","0.05","","",""
"E01842","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0184","","0","0.925","0.05","","",""
"E01843","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0185","","0","0.925","0.05","","",""
"E01844","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0186","","0","0.925","0.05","","",""
"E01845","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0187","","0","0.925","0.05","","",""
"E01846","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0188","","0","0.925","0.05","","",""
"E01847","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0189","","0","0.925","0.05","","",""
"E01848","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0190","","0","0.925","0.05","","",""
"E01849","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0191","","0","0.925","0.05","","",""
"E01850","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0192","","0","0.925","0.05","","",""
"E01851","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0193","","0","0.925","0.05","","",""
"E01852","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0194","","0","0.925","0.05","","",""
"E01853","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0195","","0","0.925","0.05","","",""
"E01854","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0196","","0","0.925","0.05","","",""
"E01855","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0197","","0","0.925","0.05","","",""
"E01856","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0198","","0","0.925","0.05","","",""
"E01857","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0199","","0","0.925","0.05","","",""
"E01858","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0200","","0","0.925","0.05","","",""
"E01859","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0201","","0","0.925","0.05","","",""
"E01860","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0202","","0","0.925","0.05","","",""
"E01861","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0203","","0","0.925","0.05","","",""
"E01862","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0204","","0","0.925","0.05","","",""
"E01863","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0205","","0","0.925","0.05","","",""
"E01864","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0206","","0","0.925","0.05","","",""
"E01865","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0207","","0","0.925","0.05","","",""
"E01866","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0208","","0","0.925","0.05","","",""
"E01867","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0209","","0","0.925","0.05","","",""
"E01868","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0210","","0","0.925","0.05","","",""
"E01869","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0211","","0","0.925","0.05","","",""
"E01870","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0212","","0","0.925","0.05","","",""
"E01871","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0213","","0","0.925","0.05","","",""
"E01872","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0214","","0","0.925","0.05","","",""
"E01873","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0215","","0","0.925","0.05","","",""
"E01874","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0216","","0","0.925","0.05","","",""
"E01875","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0217","","0","0.925","0.05","","",""
"E01876","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0218","","0","0.925","0.05","","",""
"E01877","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0219","","0","0.925","0.05","","",""
"E01878","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0220","","0","0.925","0.05","","",""
"E01879","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0221","","0","0.925","0.05","","",""
"E01880","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0222","","0","0.925","0.05","","",""
"E01881","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0223","","0","0.925","0.05","","",""
"E01882","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0224","","0","0.925","0.05","","",""
"E01883","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0225","","0","0.925","0.05","","",""
"E01884","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0226","","0","0.925","0.05","","",""
"E01885","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0227","","0","0.925","0.05","","",""
"E01886","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0228","","0","0.925","0.05","","",""
"E01887","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0229","","0","0.925","0.05","","",""
"E01888","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0230","","0","0.925","0.05","","",""
"E01889","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0231","","0","0.925","0.05","","",""
"E01890","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0232","","0","0.925","0.05","","",""
"E01891","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0233","","0","0.925","0.05","","",""
"E01892","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0234","","0","0.925","0.05","","",""
"E01893","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0235","","0","0.925","0.05","","",""
"E01894","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0236","","0","0.925","0.05","","",""
"E01895","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0237","","0","0.925","0.05","","",""
"E01896","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0238","","0","0.925","0.05","","",""
"E01897","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0239","","0","0.925","0.05","","",""
"E01898","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0240","","0","0.925","0.05","","",""
"E01899","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0241","","0","0.925","0.05","","",""
"E01900","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0242","","0","0.925","0.05","","",""
"E01901","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0243","","0","0.925","0.05","","",""
"E01902","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0244","","0","0.925","0.05","","",""
"E01903","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0245","","0","0.925","0.05","","",""
"E01904","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0246","","0","0.925","0.05","","",""
"E01905","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0247","","0","0.925","0.05","","",""
"E01906","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0248","","0","0.925","0.05","","",""
"E01907","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0249","","0","0.925","0.05","","",""
"E01908","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0250","","0","0.925","0.05","","",""
"E01909","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0251","","0","0.925","0.05","","",""
"E01910","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0252","","0","0.925","0.05","","",""
"E01911","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0253","","0","0.925","0.05","","",""
"E01912","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0254","","0","0.925","0.05","","",""
"E01913","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0255","","0","0.925","0.05","","",""
"E01914","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0256","","0","0.925","0.05","","",""
"E01915","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0257","","0","0.925","0.05","","",""
"E01916","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0258","","0","0.925","0.05","","",""
"E01917","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0259","","0","0.925","0.05","","",""
"E01918","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0260","","0","0.925","0.05","","",""
"E01919","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0261","","0","0.925","0.05","","",""
"E01920","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0262","","0","0.925","0.05","","",""
"E01921","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0263","","0","0.925","0.05","","",""
"E01922","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0264","","0","0.925","0.05","","",""
"E01923","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0265","","0","0.925","0.05","","",""
"E01924","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0266","","0","0.925","0.05","","",""
"E01925","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0267","","0","0.925","0.05","","",""
"E01926","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0268","","0","0.925","0.05","","",""
"E01927","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0269","","0","0.925","0.05","","",""
"E01928","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0270","","0","0.925","0.05","","",""
"E01929","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0271","","0","0.925","0.05","","",""
"E01930","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0272","","0","0.925","0.05","","",""
"E01931","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0273","","0","0.925","0.05","","",""
"E01932","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0274","","0","0.925","0.05","","",""
"E01933","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0275","","0","0.925","0.05","","",""
"E01934","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0276","","0","0.925","0.05","","",""
"E01935","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0277","","0","0.925","0.05","","",""
"E01936","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0278","","0","0.925","0.05","","",""
"E01937","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0279","","0","0.925","0.05","","",""
"E01938","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0280","","0","0.925","0.05","","",""
"E01939","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0281","","0","0.925","0.05","","",""
"E01940","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0282","","0","0.925","0.05","","",""
"E01941","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0283","","0","0.925","0.05","","",""
"E01942","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0284","","0","0.925","0.05","","",""
"E01943","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0285","","0","0.925","0.05","","",""
"E01944","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0286","","0","0.925","0.05","","",""
"E01945","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0287","","0","0.925","0.05","","",""
"E01946","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0288","","0","0.925","0.05","","",""
"E01947","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0289","","0","0.925","0.05","","",""
"E01948","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0290","","0","0.925","0.05","","",""
"E01949","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0291","","0","0.925","0.05","","",""
"E01950","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0292","","0","0.925","0.05","","",""
"E01951","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0293","","0","0.925","0.05","","",""
"E01952","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0294","","0","0.925","0.05","","",""
"E01953","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0295","","0","0.925","0.05","","",""
"E01954","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0296","","0","0.925","0.05","","",""
"E01955","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0297","","0","0.925","0.05","","",""
"E01956","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0298","","0","0.925","0.05","","",""
"E01957","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0299","","0","0.925","0.05","","",""
"E01958","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0300","","0","0.925","0.05","","",""
"E01959","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0301","","0","0.925","0.05","","",""
"E01960","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0302","","0","0.925","0.05","","",""
"E01961","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0303","","0","0.925","0.05","","",""
"E01962","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0304","","0","0.925","0.05","","",""
"E01963","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0305","","0","0.925","0.05","","",""
"E01964","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0306","","0","0.925","0.05","","",""
"E01965","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0307","","0","0.925","0.05","","",""
"E01966","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0308","","0","0.925","0.05","","",""
"E01967","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0309","","0","0.925","0.05","","",""
"E01968","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0310","","0","0.925","0.05","","",""
"E01969","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0311","","0","0.925","0.05","","",""
"E01970","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0312","","0","0.925","0.05","","",""
"E01971","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0313","","0","0.925","0.05","","",""
"E01972","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0314","","0","0.925","0.05","","",""
"E01973","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0315","","0","0.925","0.05","","",""
"E01974","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0316","","0","0.925","0.05","","",""
"E01975","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0317","","0","0.925","0.05","","",""
"E01976","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0318","","0","0.925","0.05","","",""
"E01977","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0319","","0","0.925","0.05","","",""
"E01978","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0320","","0","0.925","0.05","","",""
"E01979","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0321","","0","0.925","0.05","","",""
"E01980","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0322","","0","0.925","0.05","","",""
"E01981","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0323","","0","0.925","0.05","","",""
"E01982","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0324","","0","0.925","0.05","","",""
"E01983","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0325","","0","0.925","0.05","","",""
"E01984","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0326","","0","0.925","0.05","","",""
"E01985","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0327","","0","0.925","0.05","","",""
"E01986","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0328","","0","0.925","0.05","","",""
"E01987","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0329","","0","0.925","0.05","","",""
"E01988","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0330","","0","0.925","0.05","","",""
"E01989","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0331","","0","0.925","0.05","","",""
"E01990","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0332","","0","0.925","0.05","","",""
"E01991","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0333","","0","0.925","0.05","","",""
"E01992","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0334","","0","0.925","0.05","","",""
"E01993","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0335","","0","0.925","0.05","","",""
"E01994","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0336","","0","0.925","0.05","","",""
"E01995","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0337","","0","0.925","0.05","","",""
"E01996","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0338","","0","0.925","0.05","","",""
"E01997","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0339","","0","0.925","0.05","","",""
"E01998","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0340","","0","0.925","0.05","","",""
"E01999","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0341","","0","0.925","0.05","","",""
"E02000","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0342","","0","0.925","0.05","","",""
"E02001","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0343","","0","0.925","0.05","","",""
"E02002","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0344","","0","0.925","0.05","","",""
"E02003","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0345","","0","0.925","0.05","","",""
"E02004","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0346","","0","0.925","0.05","","",""
"E02005","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0347","","0","0.925","0.05","","",""
"E02006","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0348","","0","0.925","0.05","","",""
"E02007","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0349","","0","0.925","0.05","","",""
"E02008","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0350","","0","0.925","0.05","","",""
"E02009","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0351","","0","0.925","0.05","","",""
"E02010","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0352","","0","0.925","0.05","","",""
"E02011","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0353","","0","0.925","0.05","","",""
"E02012","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0354","","0","0.925","0.05","","",""
"E02013","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0355","","0","0.925","0.05","","",""
"E02014","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0356","","0","0.925","0.05","","",""
"E02015","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0357","","0","0.925","0.05","","",""
"E02016","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0358","","0","0.925","0.05","","",""
"E02017","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0359","","0","0.925","0.05","","",""
"E02018","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0360","","0","0.925","0.05","","",""
"E02019","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0361","","0","0.925","0.05","","",""
"E02020","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0362","","0","0.925","0.05","","",""
"E02021","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0363","","0","0.925","0.05","","",""
"E02022","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0364","","0","0.925","0.05","","",""
"E02023","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0365","","0","0.925","0.05","","",""
"E02024","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0366","","0","0.925","0.05","","",""
"E02025","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0367","","0","0.925","0.05","","",""
"E02026","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0368","","0","0.925","0.05","","",""
"E02027","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0369","","0","0.925","0.05","","",""
"E02028","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0370","","0","0.925","0.05","","",""
"E02029","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0371","","0","0.925","0.05","","",""
"E02030","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0372","","0","0.925","0.05","","",""
"E02031","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0373","","0","0.925","0.05","","",""
"E02032","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0374","","0","0.925","0.05","","",""
"E02033","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0375","","0","0.925","0.05","","",""
"E02034","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0376","","0","0.925","0.05","","",""
"E02035","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0377","","0","0.925","0.05","","",""
"E02036","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0378","","0","0.925","0.05","","",""
"E02037","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0379","","0","0.925","0.05","","",""
"E02038","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0380","","0","0.925","0.05","","",""
"E02039","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0381","","0","0.925","0.05","","",""
"E02040","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0382","","0","0.925","0.05","","",""
"E02041","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0383","","0","0.925","0.05","","",""
"E02042","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0384","","0","0.925","0.05","","",""
"E02043","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0385","","0","0.925","0.05","","",""
"E02044","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0386","","0","0.925","0.05","","",""
"E02045","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0387","","0","0.925","0.05","","",""
"E02046","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0388","","0","0.925","0.05","","",""
"E02047","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0389","","0","0.925","0.05","","",""
"E02048","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0390","","0","0.925","0.05","","",""
"E02049","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0391","","0","0.925","0.05","","",""
"E02050","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0392","","0","0.925","0.05","","",""
"E02051","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0393","","0","0.925","0.05","","",""
"E02052","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0394","","0","0.925","0.05","","",""
"E02053","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0395","","0","0.925","0.05","","",""
"E02054","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0396","","0","0.925","0.05","","",""
"E02055","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0397","","0","0.925","0.05","","",""
"E02056","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0398","","0","0.925","0.05","","",""
"E02057","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0399","","0","0.925","0.05","","",""
"E02058","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0400","","0","0.925","0.05","","",""
"E02059","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0401","","0","0.925","0.05","","",""
"E02060","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0402","","0","0.925","0.05","","",""
"E02061","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0403","","0","0.925","0.05","","",""
"E02062","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0404","","0","0.925","0.05","","",""
"E02063","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0405","","0","0.925","0.05","","",""
"E02064","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0406","","0","0.925","0.05","","",""
"E02065","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0407","","0","0.925","0.05","","",""
"E02066","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0408","","0","0.925","0.05","","",""
"E02067","TRUE","TRUE","状態異常付与","ONE","ADD_CONDITION","CE0409","","0","0.925","0.05","","",""
