"ITEMID","VISIBLENAME","DESC","VAL","SLOTID","WEAPONTYPE","AREA","CANSALE","CURRENTUPGRADENUM","DCSCSV","WAITTIME","SOUNDID","ATTACKCOUNT","SELECTTYPE","IFF","DEFAULTTARGETTEAM","SWITCHTEAM","SELFTARGET","TARGETING"
"A4516","魔射缶：トリックルーム","封入された魔法を起動する。/使うとなくなる。/このターンの行動順を逆転させる。まだ行動していないキャラのみが対象。/すなわち素早さの低い順で行動ができるようになる。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4517","魔射缶：足軽","封入された魔法を起動する。/使うとなくなる。/対象者の行動力を１上昇する。フィールドでしか使えない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4518","魔射缶：魔術封印","封入された魔法を起動する。/使うとなくなる。/効果範囲内で魔術を詠唱中のものは、詠唱が中断される。","7500",,,"440","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4519","魔射缶：伝説の究極魔法","封入された魔法を起動する。/使うとなくなる。/詠唱に99ターンかかる。詠唱できたものがいないため、実際の効果は謎に包まれている。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1040","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4520","魔射缶：高速詠唱破壊光線","封入された魔法を起動する。/使うとなくなる。/詠唱に成功すると、そのターンの最後に破壊光線（弱）を3回発動する。/発動時のコストは術者が毎回支払う。","7500",,,"300","TRUE","0","POW,M_ATK","4500","SD1012","1","IN_AREA","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4521","魔射缶：超高速詠唱破壊光線","封入された魔法を起動する。/使うとなくなる。/詠唱に成功すると、そのターンの最後に破壊光線（弱）を6回発動する。/発動時のコストは術者が毎回支払う。","7500",,,"300","TRUE","0","POW,M_ATK","4500","SD1012","1","IN_AREA","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4522","魔射缶：偽りの記憶","封入された魔法を起動する。/使うとなくなる。/対象者は現在の経験値が増えるが、正気度を失う。フィールドでしか使えない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4523","魔射缶：魔力注入","封入された魔法を起動する。/使うとなくなる。/対象者は正気度が0になって発狂するが魔法を使えるようになる。/詠唱に非常に大きなコストがかかる。フィールドでしか使えない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4524","魔射缶：ハレーション","封入された魔法を起動する。/使うとなくなる。/効果範囲内の全員の体力を１にする。この魔法は確実に成功する。","7500",,,"480","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4525","魔射缶：ヘビーボンバー","封入された魔法を起動する。/使うとなくなる。/１人に衝撃属性のダメージ。術者がアイテムと魔術書をたくさん持っているほどダメージが上がる。一部のアイテムを持っている場合は威力がさらに高くなる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4526","魔射缶：輝きの海","封入された魔法を起動する。/使うとなくなる。/全員が毒状態になる。","7500",,,"480","TRUE","0","POW,M_ATK","4500","SD1035","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4527","魔射缶：戦闘の準備","封入された魔法を起動する。/使うとなくなる。/後列で戦闘を開始したメンバーは攻撃力、防御力、素早さが上昇する。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4528","魔射缶：二撃必殺","封入された魔法を起動する。/使うとなくなる。/詠唱に成功すると、術者は直ちに2回行動できる。/魔力や正気度が足りれば、この2回でさらに詠唱することもできる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4529","魔射缶：磁石","封入された魔法を起動する。/使うとなくなる。/詠唱に成功すると、すべての対象者が魔法の効果範囲内に転送される。対象者は正気度を少量失う。","7500",,,"420","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4530","魔射缶：ぬるぽ","封入された魔法を起動する。/使うとなくなる。/近くにいるに衝撃属性の弱ダメージ。ただし低確率で世界が崩壊する。","7500",,,"48","TRUE","0","POW,M_ATK","4500","SD1022","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4531","魔射缶：錬金爆発","封入された魔法を起動する。/使うとなくなる。/範囲内の黄金化状態にあるキャラは黄金化が解除され、ダメージを受ける。","7500",,,"350","TRUE","0","POW,M_ATK","4500","SD1035","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","TRUE"
"A4532","魔射缶：変異","封入された魔法を起動する。/使うとなくなる。/術者の防御力と魔法防御力が大きく上昇する。術者は高確率で黄金化する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1036","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4533","魔射缶：押し出し","封入された魔法を起動する。/使うとなくなる。/魔法の効果範囲内の敵対者は強制的かつ直ちに後退する。","7500",,,"240","TRUE","0","POW,M_ATK","4500","SD1022","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4534","魔射缶：PUSH・PUSH・PUSH！","封入された魔法を起動する。/使うとなくなる。/１人が強制的かつ直ちに後退する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1022","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4535","魔射缶：裏切り","封入された魔法を起動する。/使うとなくなる。/１人にダメージ。術者は攻撃力と魔法攻撃力が上昇する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1019","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4536","魔射缶：そば団子召喚","封入された魔法を起動する。/使うとなくなる。/世界のどこかにあるアイテムを転送する。/術者のアイテム欄に空きがある場合、術者はそば団子を手に入れる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4537","魔射缶：お魚召喚","封入された魔法を起動する。/使うとなくなる。/世界のどこかにあるアイテムを転送する。/術者のアイテム欄に空きがある場合、術者はランダムな魚を手に入れる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4538","魔射缶：出前そば注文","封入された魔法を起動する。/使うとなくなる。/世界のどこかにあるアイテムを転送する。/術者のアイテム欄に空きがある場合、術者は出前もりそばを手に入れる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4539","魔射缶：ガチャ","封入された魔法を起動する。/使うとなくなる。/世界のどこかにあるアイテムを転送する。/術者のアイテム欄に空きがある場合、術者はランダムなアイテムを手に入れる。ただし重要なアイテムは含まれない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4540","魔射缶：アポクリファ","封入された魔法を起動する。/使うとなくなる。/世界のどこかにある魔術書を転送する。/術者の魔術書欄に空きがある場合、術者はランダムな魔術書を手に入れる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4541","魔射缶：赤の絨毯","封入された魔法を起動する。/使うとなくなる。/次の出現までの歩数を長くする。/フィールドでしか使えない。敵がいないマップでは何も起こらない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4542","魔射缶：白の絨毯","封入された魔法を起動する。/使うとなくなる。/次の出現までの歩数を短くする。/フィールドでしか使えない。敵がいないマップでは何も起こらない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4543","魔射缶：の召喚","封入された魔法を起動する。/使うとなくなる。/直ちに戦闘が開始される。フィールドでしか使えない。敵がいないマップでは何も起こらない。","7500",,,,"TRUE","0",,,,,,,,,,
"A4544","魔射缶：セキュリティ違反","封入された魔法を起動する。/使うとなくなる。/上位者の環境を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4545","魔射缶：危険な悪戯","封入された魔法を起動する。/使うとなくなる。/上位者のデスクトップに１00個の無意味なファイルを生成する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4546","魔射缶：青い鳥","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、この世界を作ったもの青い鳥を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4547","魔射缶：究極魔法：死滅","封入された魔法を起動する。/使うとなくなる。/詠唱完了したターンの最後に、魔術「絶滅の光」を99回発動する。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1020","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4548","魔射缶：精神の退避","封入された魔法を起動する。/使うとなくなる。/１人の消滅耐性が向上する。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4549","魔射缶：プルプルンテ","封入された魔法を起動する。/使うとなくなる。/詠唱完了したターンの最後に、追加でランダムな魔法の詠唱が完了する。/この詠唱コストは術者が支払う。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4550","魔射缶：障害物の除去","封入された魔法を起動する。/使うとなくなる。/戦闘フィールド内にある障害物をすべて破壊する。障害物がない時は何も起こらない。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1035","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4551","魔射缶：破壊","封入された魔法を起動する。/使うとなくなる。/戦闘フィールド内にある効果範囲内の障害物をすべて破壊する。/障害物がない時は何も起こらない。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1035","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4552","魔射缶：阻止","封入された魔法を起動する。/使うとなくなる。/詠唱完了したとき、そのターンでまだ行動していないキャラはそのターンの行動が一切できなくなる。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1033","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4553","魔射缶：アベレージ体力","封入された魔法を起動する。/使うとなくなる。/術者と１人の体力を合計し、半分ずつに分配する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4554","魔射缶：アベレージ魔力","封入された魔法を起動する。/使うとなくなる。/術者と１人の魔力を合計し、半分ずつに分配する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4555","魔射缶：春一番","封入された魔法を起動する。/使うとなくなる。/効果範囲内の全対象を低確率で木化させる。","7500",,,"480","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4556","魔射缶：赤目村","封入された魔法を起動する。/使うとなくなる。/効果範囲内の木化している全対象はダメージを受ける。/精神力と正気度にもダメージを与える。","7500",,,"320","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4557","魔射缶：栄養吸収","封入された魔法を起動する。/使うとなくなる。/術者は体力と魔力を回復するが、低確率で木化する。/すでに木化している場合は効果が高まる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4558","魔射缶：腐葉土","封入された魔法を起動する。/使うとなくなる。/効果範囲全体は体力と魔力を回復するが、/低確率で木化する。すでに木化している場合は効果が高まる。","7500",,,"360","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4559","魔射缶：緑の牛","封入された魔法を起動する。/使うとなくなる。/効果範囲内の木化している全対象は体力を回復する。","7500",,,"240","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4560","魔射缶：新緑","封入された魔法を起動する。/使うとなくなる。/効果範囲内の木化している対象者は、木化の持続時間が延びる。","7500",,,"240","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4561","魔射缶：詰め込めるだけつも詰め込もうぜ","封入された魔法を起動する。/使うとなくなる。/術者はそば団子を大量に入手する。/持てる数の最大値の2倍まで入手できる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4562","魔射缶：解除","封入された魔法を起動する。/使うとなくなる。/効果範囲内の黄金化しているキャラは黄金化が解除される。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1036","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4563","魔射缶：鉄塊","封入された魔法を起動する。/使うとなくなる。/術者の防御力と魔法防御力を上げる。ただしまれに黄金化する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1036","1","ONE","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4564","魔射缶：みんなでデデン","封入された魔法を起動する。/使うとなくなる。/プレイヤーキャラ全員のMPを使い、１人にダメージ。/加算されたMPに応じて威力上昇/MPが足りないキャラがいる場合は失敗する。","7500",,,"320","TRUE","0","POW,M_ATK","4500","SD1037","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4565","魔射缶：精神吸収","封入された魔法を起動する。/使うとなくなる。/周辺のキャラの精神力を減らし、術者の精神力を回復する。","7500",,,"96","TRUE","0","POW,M_ATK","4500","SD1033","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4566","魔射缶：肉体の粉砕","封入された魔法を起動する。/使うとなくなる。/１人を即死させる。効果範囲内にいる全キャラは精神力と正気度を失う。","7500",,,"200","TRUE","0","POW,M_ATK","4500","SD1021","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4567","魔射缶：逆みんなでデデン","封入された魔法を起動する。/使うとなくなる。/効果範囲全体のMPを使い、１人にダメージ。/加算されたMPに応じて威力上昇/MPが足りないキャラがいる場合は失敗する。","7500",,,"320","TRUE","0","POW,M_ATK","4500","SD1037","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4568","魔射缶：set essential 13478 0","封入された魔法を起動する。/使うとなくなる。/１人の即死耐性を下げる。ボスにも効く。","7500",,,"140","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4569","魔射缶：行動抑止","封入された魔法を起動する。/使うとなくなる。/１人を封印状態にする","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4570","魔射缶：封印解除","封入された魔法を起動する。/使うとなくなる。/１人の封印を解除する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4571","魔射缶：スリープ","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を低確率で眠り状態にする。","7500",,,"140","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4572","魔射缶：目覚めの鐘","封入された魔法を起動する。/使うとなくなる。/効果範囲内の全対象の睡眠状態を回復する。","7500",,,"140","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4573","魔射缶：めざましドリ召喚","封入された魔法を起動する。/使うとなくなる。/１人の睡眠状態を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4574","魔射缶：神聖七方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲内の攻撃力、魔法攻撃力、防御力、/魔法防御力、器用さ、精神力、素早さを上昇する。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","TRUE","PARTY","TRUE","TRUE","TRUE"
"A4575","魔射缶：攻撃の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲内の攻撃力、魔法攻撃力を上昇する。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4576","魔射缶：防御の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲内の防御力、魔法防御力を上昇する。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4577","魔射缶：魔力の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲内の魔法回避率、魔法カット率を上昇する。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4578","魔射缶：捨身","封入された魔法を起動する。/使うとなくなる。/対象の物理攻撃カット率を0にし、物理攻撃クリティカル率を2倍にする。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4579","魔射缶：魔力集中","封入された魔法を起動する。/使うとなくなる。/対象の魔法攻撃カット率を0にし、魔法攻撃クリティカル率を2倍にする。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4580","魔射缶：朱雀","封入された魔法を起動する。/使うとなくなる。/対象の物理攻撃クリティカル時のダメージを4倍にする。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4581","魔射缶：限夢","封入された魔法を起動する。/使うとなくなる。/対象の魔法攻撃クリティカル時のダメージを4倍にする。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4582","魔射缶：無尽","封入された魔法を起動する。/使うとなくなる。/対象の魔力を回復する。術者は精神力を消費する。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4583","魔射缶：ネギ召喚","封入された魔法を起動する。/使うとなくなる。/術者はネギを手に入れるが、まれに間違ってごぼうが手に入る。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4584","魔射缶：蓄積","封入された魔法を起動する。/使うとなくなる。/効果範囲内に錬金属性ダメージ。まれに黄金化状態にする。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1036","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4585","魔射缶：弱火","封入された魔法を起動する。/使うとなくなる。/１人の凍結を解除する。まれに炎上する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1027","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4586","魔射缶：毒の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4587","魔射缶：眠りの方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4588","魔射缶：麻痺の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4589","魔射缶：凍結の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4590","魔射缶：炎上の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4591","魔射缶：気絶の方陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で状態異常にする。","7500",,,"333","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4592","魔射缶：郭公のさえずり","封入された魔法を起動する。/使うとなくなる。/対象のMPと正気度を使用して詠唱し、その対象に弱ダメージ。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4593","魔射缶：マッチポンプ","封入された魔法を起動する。/使うとなくなる。/対象のMPを消費して術者の体力を回復する。","7500",,,"150","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4595","魔射缶：魔法剣の召喚","封入された魔法を起動する。/使うとなくなる。/術者のアイテム欄に空きがある場合は、ランダムな魔法剣を追加する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4596","魔射缶：闘魂注入","封入された魔法を起動する。/使うとなくなる。/対象の精神力と攻撃力を上昇させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4597","魔射缶：火の槌","封入された魔法を起動する。/使うとなくなる。/対象は体力が１になり、最大値から減った分だけ武器の攻撃力が上がる。","7500",,,"150","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4598","魔射缶：多数決","封入された魔法を起動する。/使うとなくなる。/敵との人数を比較し、少ない方にダメージ。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1019","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4599","魔射缶：少数決","封入された魔法を起動する。/使うとなくなる。/敵との人数を比較し、多い方にダメージ。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1019","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4600","魔射缶：出る杭は打たれる","封入された魔法を起動する。/使うとなくなる。/術者から一番遠くにいる対象が高確率で即死する。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1040","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4601","魔射缶：きしむ車輪は油をさされる","封入された魔法を起動する。/使うとなくなる。/術者から一番近くにいる対象が高確率で即死する。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1040","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4602","魔射缶：死者の腕","封入された魔法を起動する。/使うとなくなる。/近距離にいる対象１人を高確率で即死させる。","7500",,,"42","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4603","魔射缶：スーパースペシャルスパゲティ（SSS)","封入された魔法を起動する。/使うとなくなる。/対象１人が高確率で発狂する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4604","魔射缶：勇者アリオス","封入された魔法を起動する。/使うとなくなる。/今まで倒したの数の１00分の１を基礎威力として１人にダメージ。/術者は正気度を失う。","7500",,,"120","TRUE","0","POW,M_ATK","4500","SD1019","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4605","魔射缶：燃える水","封入された魔法を起動する。/使うとなくなる。/対象が高確率で炎上する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1028","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4606","魔射缶：砂風呂","封入された魔法を起動する。/使うとなくなる。/対象は体力が回復する。凍結を解除する。/木化している場合は回復しない。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4607","魔射缶：そば団子アロー","封入された魔法を起動する。/使うとなくなる。/対象がそば団子になり、消滅する。/対象が敵であれば、ドロップアイテムにそば団子が追加される。/対象が味方の場合は術者のアイテム欄にそば団子が追加される。","7500",,,"366","TRUE","0","POW,M_ATK","4500","SD1021","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4608","魔射缶：木の妖精","封入された魔法を起動する。/使うとなくなる。/木化している対象者は体力を回復する。木化状態は回復されない。","7500",,,"340","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4609","魔射缶：アルケミコーラ注文","封入された魔法を起動する。/使うとなくなる。/術者のアイテム欄に空きがある場合は、アルケミコーラを追加する/。敵に詠唱するとドロップアイテムにアルケミコーラが追加される。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1035","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4610","魔射缶：アルケミコーラ業者の注文","封入された魔法を起動する。/使うとなくなる。/対象のアイテム欄をアルケミコーラで埋め尽くす。/敵に詠唱するとドロップアイテムにアルケミコーラが追加される。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1035","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4611","魔射缶：アルケミコーラクアンタムグレネード","封入された魔法を起動する。/使うとなくなる。/アイテム欄からスーパーアルケミコーラクアンタムを一つ減らす。/効果範囲全体に錬金ダメージ。アイテムを持っていないときは発動しない。","7500",,,"350","TRUE","0","POW,M_ATK","4500","SD1035","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4612","魔射缶：ゆるぎなき力","封入された魔法を起動する。/使うとなくなる。/術者の近くにいる対象を強制的かつ直ちに後退させる。まれに即死させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1022","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4613","魔射缶：転換","封入された魔法を起動する。/使うとなくなる。/対象の攻撃力を防御力に、防御力を攻撃力にする","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4614","魔射缶：FWでお金頂戴はすべて詐欺です","封入された魔法を起動する。/使うとなくなる。/術者はダレス金貨を手に入れるが、正気度が下がる。/フィールドでしか使えない。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4615","魔射缶：錬金雨","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を一定確率で黄金化状態にする。","7500",,,"450","TRUE","0","POW,M_ATK","4500","SD1023","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
